Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Banashankari,1380,3,3.0,8.0,Unfurnished,"Intercom, Jogging Track, Landscaped Garden",8720000
Hebbal,2142,4,4.0,10.0,Unfurnished,"Children's Play Area, Gym, Intercom, Swimming Pool",20310000
Yelahanka,972,2,2.0,3.0,Semi-Furnished,"Clubhouse, High-Speed Elevators",5570000
Hebbal,1180,2,,3.0,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Power Backup",7460000
Sarjapur Road,882,2,2.0,18.0,Semi-Furnished,"24/7 Security, Covered Parking, Swimming Pool, Tennis Court",5590000
Electronic City,3015,4,3.0,7.0,Unfurnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",13380000
Whitefield,1675,3,2.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Landscaped Garden, Swimming Pool",10800000
Yelahanka,980,2,2.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Swimming Pool",5510000
Koramangala,671,1,1.0,8.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Power Backup, Tennis Court",6080000
Hebbal,1300,3,3.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Landscaped Garden, Swimming Pool",11750000
Hebbal,1240,2,2.0,9.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators",9300000
Electronic City,958,2,2.0,2.0,,"Covered Parking, Power Backup, Swimming Pool",4830000
Bellandur,1205,2,2.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track, Landscaped Garden, Swimming Pool",9460000
Bellandur,842,2,2.0,12.0,Semi-Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup",5830000
Koramangala,3215,4,3.0,2.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom",42180000
Bellandur,1940,3,2.0,4.0,Unfurnished,"Power Backup, Swimming Pool",12310000
Koramangala,1448,3,2.0,18.0,Unfurnished,"Children's Play Area, Gym, Jogging Track, Landscaped Garden, Tennis Court",12650000
Koramangala,1692,3,3.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Swimming Pool",24020000
Sarjapur Road,1082,2,2.0,8.0,Furnished,"Children's Play Area, Covered Parking, Intercom, Jogging Track, Tennis Court",7180000
Malleshwaram,854,2,2.0,2.0,Furnished,"Children's Play Area, Covered Parking",9410000
Malleshwaram,1507,3,3.0,5.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Jogging Track, Swimming Pool, Tennis Court",17580000
Malleshwaram,1619,3,3.0,3.0,Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup, Tennis Court",17690000
Whitefield,1088,2,2.0,4.0,Furnished,"Clubhouse, Gym, Jogging Track, Power Backup, Tennis Court",6740000
Rajajinagar,1032,2,2.0,0.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",10850000
HSR Layout,2834,4,4.0,3.0,Unfurnished,"Clubhouse, Gym, Jogging Track, Power Backup, Tennis Court",27040000
Sarjapur Road,1588,3,3.0,0.0,Furnished,"Covered Parking, High-Speed Elevators, Intercom, Power Backup, Tennis Court",11950000
Marathahalli,1080,2,2.0,4.0,Unfurnished,"Children's Play Area, Tennis Court",6810000
Indiranagar,632,1,1.0,5.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track",6890000
Electronic City,943,2,2.0,22.0,Semi-Furnished,"Children's Play Area, Gym, Swimming Pool",4430000
Koramangala,3485,4,3.0,3.0,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup",44220000
Bellandur,1254,2,2.0,0.0,Furnished,"Clubhouse, Jogging Track, Power Backup",9510000
Sarjapur Road,1300,3,3.0,3.0,Furnished,"24/7 Security, High-Speed Elevators, Power Backup, Swimming Pool",9720000
Hebbal,874,2,2.0,3.0,Semi-Furnished,"24/7 Security, Gym, Power Backup, Swimming Pool",7660000
Bellandur,1828,3,3.0,2.0,Unfurnished,"Covered Parking, Gym, Intercom, Jogging Track, Swimming Pool",12750000
Whitefield,4958,5,4.0,9.0,Furnished,"Covered Parking, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",32770000
Banashankari,1448,3,2.0,10.0,Semi-Furnished,"Gym, Intercom, Swimming Pool",12140000
Indiranagar,3245,4,3.0,8.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",49390000
Banashankari,3249,4,3.0,1.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, Jogging Track, Swimming Pool",21970000
Marathahalli,1774,3,3.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Landscaped Garden, Tennis Court",11870000
Yelahanka,1104,2,1.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Swimming Pool",5310000
Whitefield,1820,3,2.0,1.0,Unfurnished,"Clubhouse, Power Backup, Tennis Court",10790000
Sarjapur Road,1323,3,3.0,0.0,Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track",12880000
Marathahalli,1071,2,2.0,6.0,Unfurnished,"24/7 Security, Gym, High-Speed Elevators, Tennis Court",6400000
Electronic City,1075,2,2.0,16.0,Unfurnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",4970000
Malleshwaram,1754,3,3.0,8.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",16790000
Yelahanka,1595,3,3.0,4.0,Semi-Furnished,"24/7 Security, Covered Parking, Landscaped Garden, Power Backup",9460000
Whitefield,1515,3,3.0,0.0,Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10210000
Bellandur,1201,2,1.0,6.0,Furnished,"Clubhouse, Covered Parking",8920000
Thanisandra,1868,3,2.0,0.0,Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",12090000
Koramangala,1047,2,2.0,20.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Intercom, Jogging Track, Tennis Court",9650000
Marathahalli,1932,3,3.0,0.0,Furnished,"24/7 Security, Gym, Tennis Court",14630000
Marathahalli,1079,2,2.0,1.0,Unfurnished,"Covered Parking, Intercom, Jogging Track, Landscaped Garden, Power Backup",7860000
HSR Layout,1273,2,2.0,0.0,Semi-Furnished,"Covered Parking, Gym, Power Backup",12060000
Electronic City,1134,2,2.0,28.0,Semi-Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Jogging Track",5090000
Banashankari,529,1,1.0,2.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Power Backup",3050000
Rajajinagar,1611,3,2.0,0.0,Unfurnished,"24/7 Security, Clubhouse, Gym, Intercom",16460000
Whitefield,1137,2,2.0,2.0,Semi-Furnished,"Clubhouse, Intercom",6210000
Yelahanka,1178,2,2.0,12.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Power Backup",6460000
Whitefield,1209,2,2.0,0.0,Unfurnished,"24/7 Security, Gym, Jogging Track, Landscaped Garden",6050000
Whitefield,1677,3,3.0,7.0,Semi-Furnished,"24/7 Security, Gym, Intercom, Swimming Pool, Tennis Court",10710000
Malleshwaram,2426,4,4.0,1.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Tennis Court",29120000
Marathahalli,1017,2,1.0,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, Intercom, Power Backup, Tennis Court",6430000
Marathahalli,1087,2,2.0,2.0,Semi-Furnished,"Power Backup, Swimming Pool",6530000
Rajajinagar,1352,2,2.0,12.0,Unfurnished,"Children's Play Area, Gym, Swimming Pool, Tennis Court",12790000
HSR Layout,1695,3,2.0,16.0,Semi-Furnished,"Clubhouse, Gym, Jogging Track, Power Backup",12440000
Whitefield,1339,2,2.0,28.0,Semi-Furnished,"Clubhouse, Landscaped Garden, Power Backup, Tennis Court",5280000
Marathahalli,1266,2,2.0,5.0,Semi-Furnished,"Covered Parking, Intercom, Landscaped Garden, Power Backup",8940000
Malleshwaram,1789,3,2.0,15.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Power Backup",19400000
Jayanagar,976,2,2.0,0.0,Unfurnished,"24/7 Security, Children's Play Area, Jogging Track",10400000
Jayanagar,1300,3,3.0,3.0,Semi-Furnished,"Gym, Jogging Track, Landscaped Garden, Tennis Court",16210000
Thanisandra,1799,3,3.0,0.0,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",11600000
Sarjapur Road,544,1,1.0,12.0,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Swimming Pool",3180000
Malleshwaram,933,2,2.0,1.0,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Tennis Court",9420000
HSR Layout,1222,2,2.0,0.0,Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",12500000
Hebbal,1793,3,3.0,5.0,Semi-Furnished,"High-Speed Elevators, Power Backup, Tennis Court",14510000
HSR Layout,633,1,1.0,2.0,Furnished,"Children's Play Area, Gym, Jogging Track, Swimming Pool, Tennis Court",6540000
Yelahanka,1061,2,2.0,16.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",5660000
Malleshwaram,1068,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom",11250000
Whitefield,654,1,1.0,6.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup",3860000
HSR Layout,1307,3,3.0,7.0,Furnished,"Covered Parking, Gym, High-Speed Elevators",11680000
Whitefield,1424,3,2.0,6.0,Furnished,"24/7 Security, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",8590000
Koramangala,542,1,1.0,1.0,Furnished,"Intercom, Landscaped Garden, Swimming Pool",6310000
Bellandur,2100,4,3.0,4.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",18750000
Marathahalli,1494,3,2.0,0.0,,"Children's Play Area, Intercom, Jogging Track, Power Backup, Tennis Court",9970000
Yelahanka,1578,3,3.0,8.0,Unfurnished,"Covered Parking, High-Speed Elevators, Tennis Court",9080000
Electronic City,2583,4,3.0,5.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track",15330000
Sarjapur Road,1556,3,3.0,8.0,Furnished,"Covered Parking, Gym, Landscaped Garden, Swimming Pool",11270000
Electronic City,1094,2,2.0,4.0,Semi-Furnished,"Children's Play Area, Gym, Swimming Pool",4920000
Electronic City,1132,2,2.0,14.0,Furnished,"Gym, Intercom, Swimming Pool",5520000
Malleshwaram,1111,2,2.0,5.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators",12530000
Indiranagar,1893,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Tennis Court",23470000
Thanisandra,1079,2,2.0,5.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Swimming Pool",6690000
Koramangala,1494,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Landscaped Garden",19470000
HSR Layout,1663,3,3.0,2.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track",14030000
Bellandur,1091,2,2.0,1.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Power Backup",6560000
Indiranagar,1647,3,3.0,2.0,Unfurnished,"24/7 Security, Intercom, Jogging Track, Landscaped Garden",25670000
Electronic City,1750,3,,2.0,Semi-Furnished,"Gym, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",10720000
Banashankari,1584,3,2.0,1.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",12600000
Marathahalli,2556,4,4.0,14.0,Semi-Furnished,"24/7 Security, Children's Play Area, Landscaped Garden, Power Backup, Swimming Pool",17130000
Whitefield,2772,4,4.0,3.0,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",21160000
Malleshwaram,1443,3,2.0,7.0,Furnished,"Clubhouse, Swimming Pool, Tennis Court",14890000
Whitefield,991,2,2.0,10.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",6210000
Jayanagar,1150,2,1.0,0.0,Unfurnished,"24/7 Security, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool",12700000
Hebbal,1886,3,3.0,7.0,Semi-Furnished,"24/7 Security, Power Backup, Swimming Pool",15600000
Rajajinagar,2372,4,4.0,6.0,,"Covered Parking, Power Backup, Swimming Pool",26800000
Hebbal,1653,3,2.0,10.0,Semi-Furnished,"Children's Play Area, Intercom, Power Backup, Swimming Pool",13490000
Whitefield,485,1,1.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track",2590000
Electronic City,1906,3,3.0,2.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators",9390000
Rajajinagar,947,2,2.0,0.0,Semi-Furnished,"Covered Parking, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",10990000
HSR Layout,550,1,1.0,5.0,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Tennis Court",4260000
Whitefield,1149,2,2.0,8.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Landscaped Garden, Power Backup",7650000
Yelahanka,2826,4,4.0,5.0,Semi-Furnished,"24/7 Security, Covered Parking, Intercom, Tennis Court",15250000
Jayanagar,1823,3,3.0,4.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden, Tennis Court",19790000
Marathahalli,1503,3,3.0,3.0,Unfurnished,"24/7 Security, Intercom, Jogging Track, Power Backup",9970000
Indiranagar,1950,3,3.0,7.0,Furnished,"Gym, High-Speed Elevators, Intercom, Power Backup, Tennis Court",27270000
Jayanagar,1994,3,3.0,27.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Power Backup, Swimming Pool",20150000
Sarjapur Road,2100,4,4.0,13.0,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Tennis Court",15240000
Sarjapur Road,628,1,1.0,1.0,Unfurnished,"Children's Play Area, Clubhouse, Power Backup, Swimming Pool",3870000
Electronic City,1907,3,2.0,3.0,Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",12020000
Bellandur,1659,3,3.0,12.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Swimming Pool",14950000
Jayanagar,1240,2,2.0,26.0,Semi-Furnished,"Clubhouse, Gym, Power Backup, Tennis Court",11110000
Sarjapur Road,1223,2,2.0,1.0,Furnished,"24/7 Security, Intercom, Tennis Court",9630000
Yelahanka,1013,2,2.0,16.0,Semi-Furnished,"Gym, High-Speed Elevators, Power Backup",4220000
Whitefield,1561,3,2.0,5.0,Unfurnished,"24/7 Security, Gym",9680000
HSR Layout,1163,2,2.0,,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Swimming Pool",11760000
Jayanagar,1056,2,2.0,5.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",11750000
Electronic City,2100,4,3.0,0.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Power Backup, Tennis Court",11630000
Electronic City,517,1,1.0,7.0,Furnished,"Covered Parking, Gym, Jogging Track, Power Backup",2290000
Whitefield,1611,3,,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, Jogging Track, Landscaped Garden, Power Backup",10980000
Hebbal,1558,3,2.0,6.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",13400000
Jayanagar,1628,3,3.0,9.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden",18540000
Bellandur,511,1,1.0,2.0,Furnished,"Clubhouse, Swimming Pool",3760000
HSR Layout,975,2,2.0,10.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Swimming Pool",7910000
Koramangala,1271,2,2.0,5.0,Semi-Furnished,"24/7 Security, Children's Play Area, Landscaped Garden, Tennis Court",14860000
Electronic City,2761,4,4.0,6.0,Unfurnished,"Gym, High-Speed Elevators, Power Backup",14280000
HSR Layout,2100,4,3.0,0.0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Tennis Court",19760000
Koramangala,1242,2,1.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Power Backup, Tennis Court",15420000
HSR Layout,1187,2,2.0,3.0,Unfurnished,"24/7 Security, Landscaped Garden, Power Backup",9040000
Whitefield,967,2,1.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",5320000
Koramangala,3100,5,4.0,2.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Tennis Court",42690000
Banashankari,1024,2,2.0,3.0,Unfurnished,"24/7 Security, Children's Play Area, Intercom, Landscaped Garden",6780000
Malleshwaram,1908,3,2.0,6.0,Furnished,"24/7 Security, Gym, Intercom",20420000
Marathahalli,1784,3,3.0,5.0,Semi-Furnished,"Covered Parking, Gym",11440000
Indiranagar,2232,3,3.0,23.0,Unfurnished,"24/7 Security, Gym, High-Speed Elevators",22840000
Electronic City,652,1,1.0,8.0,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup",2920000
Rajajinagar,1771,3,3.0,26.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Landscaped Garden, Swimming Pool",15880000
Thanisandra,1646,3,2.0,11.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Tennis Court",9990000
Rajajinagar,745,1,1.0,0.0,Furnished,"High-Speed Elevators, Jogging Track",8210000
Yelahanka,1853,3,3.0,8.0,Semi-Furnished,"Intercom, Landscaped Garden, Power Backup, Swimming Pool",11390000
Sarjapur Road,1346,3,2.0,5.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool",9760000
HSR Layout,754,1,1.0,5.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",5890000
Hebbal,1659,3,3.0,5.0,Furnished,"Power Backup, Swimming Pool, Tennis Court",15230000
Bellandur,1106,2,1.0,5.0,Unfurnished,"Gym, Jogging Track",6930000
Whitefield,2986,4,4.0,10.0,Furnished,"Jogging Track, Landscaped Garden, Power Backup",16950000
Banashankari,666,1,1.0,3.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",4240000
Electronic City,1093,2,1.0,2.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",4940000
Whitefield,466,1,1.0,16.0,Semi-Furnished,"Gym, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",2300000
Koramangala,1071,2,2.0,5.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Tennis Court",11830000
Malleshwaram,642,1,1.0,0.0,Furnished,"High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool",6710000
Malleshwaram,1503,3,2.0,3.0,Furnished,"Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",19040000
Koramangala,963,2,2.0,1.0,Semi-Furnished,"Children's Play Area, Covered Parking, Landscaped Garden, Tennis Court",11100000
Koramangala,2366,4,4.0,4.0,Unfurnished,"24/7 Security, High-Speed Elevators, Landscaped Garden",22510000
Electronic City,800,2,1.0,7.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",3910000
Thanisandra,1496,3,3.0,18.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden",8340000
Sarjapur Road,1284,2,2.0,11.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track, Swimming Pool, Tennis Court",9050000
Hebbal,2875,4,4.0,20.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Tennis Court",24830000
Rajajinagar,866,2,2.0,10.0,Unfurnished,"24/7 Security, Covered Parking, Intercom, Landscaped Garden, Power Backup, Tennis Court",7950000
Malleshwaram,2436,4,4.0,0.0,Furnished,"Children's Play Area, Intercom, Jogging Track",27280000
Electronic City,979,2,1.0,1.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",3930000
Banashankari,1869,3,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden",14250000
Electronic City,1892,3,2.0,1.0,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Landscaped Garden, Swimming Pool",9810000
Malleshwaram,2529,4,4.0,2.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Jogging Track, Landscaped Garden, Tennis Court",33800000
HSR Layout,742,1,1.0,0.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track, Landscaped Garden",6470000
HSR Layout,1729,3,3.0,5.0,Furnished,"Gym, Intercom, Jogging Track, Landscaped Garden",17090000
Indiranagar,840,2,2.0,,Unfurnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool",11520000
Whitefield,1154,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Gym, Jogging Track",5580000
Thanisandra,1167,2,1.0,2.0,Furnished,"24/7 Security, Intercom, Power Backup, Swimming Pool",8400000
Indiranagar,981,2,2.0,19.0,Semi-Furnished,"Clubhouse, Covered Parking",10100000
Electronic City,1713,3,3.0,,Furnished,"Children's Play Area, Covered Parking, Gym, Intercom, Power Backup",8350000
Electronic City,1132,2,2.0,5.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Jogging Track, Landscaped Garden, Power Backup",5790000
Whitefield,1193,2,2.0,6.0,Furnished,"Gym, Landscaped Garden, Power Backup",7850000
Whitefield,1944,3,3.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators",13100000
Marathahalli,1551,3,2.0,12.0,Semi-Furnished,"High-Speed Elevators, Swimming Pool",10340000
Jayanagar,1016,2,2.0,7.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool",11760000
Marathahalli,538,1,1.0,15.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Swimming Pool",3140000
Sarjapur Road,1674,3,3.0,14.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Jogging Track, Swimming Pool",10090000
Indiranagar,2100,4,4.0,6.0,Semi-Furnished,"Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",30460000
Electronic City,1083,2,2.0,0.0,Semi-Furnished,"Gym, High-Speed Elevators",5130000
Bellandur,688,1,1.0,2.0,Semi-Furnished,"Clubhouse, Gym, Intercom, Jogging Track, Power Backup, Tennis Court",5550000
Whitefield,2100,4,3.0,6.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",14450000
Sarjapur Road,1452,3,3.0,2.0,Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",12030000
Yelahanka,903,2,1.0,5.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Swimming Pool",4470000
Koramangala,3540,5,5.0,14.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym",48840000
Malleshwaram,2018,3,2.0,7.0,Furnished,"Clubhouse, Covered Parking, Intercom, Power Backup",22200000
Yelahanka,1662,3,2.0,0.0,Semi-Furnished,"Children's Play Area, Jogging Track, Power Backup, Swimming Pool",9900000
Electronic City,1516,3,3.0,16.0,Furnished,"Gym, Jogging Track",6680000
Yelahanka,1070,2,2.0,3.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Tennis Court",6270000
Sarjapur Road,3042,4,4.0,2.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Power Backup, Swimming Pool",21730000
Sarjapur Road,543,1,1.0,0.0,Semi-Furnished,"Clubhouse, Intercom, Swimming Pool",3780000
Sarjapur Road,980,2,2.0,2.0,Furnished,"Clubhouse, Covered Parking, Power Backup",7210000
HSR Layout,2676,4,4.0,3.0,Semi-Furnished,"Gym, Landscaped Garden, Swimming Pool",25840000
Whitefield,1787,3,2.0,0.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",10140000
Indiranagar,1595,3,2.0,3.0,Unfurnished,"Clubhouse, Intercom, Swimming Pool",17830000
Marathahalli,1233,2,1.0,2.0,Unfurnished,"Swimming Pool, Tennis Court",6470000
Electronic City,2484,4,4.0,8.0,Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track",12790000
Hebbal,1244,2,2.0,7.0,Unfurnished,"Children's Play Area, Clubhouse, Intercom, Landscaped Garden",9670000
Whitefield,2690,4,3.0,2.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Intercom, Power Backup, Tennis Court",18610000
Indiranagar,4242,5,5.0,1.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Tennis Court",80790000
Electronic City,1818,3,3.0,17.0,Furnished,"Gym, Landscaped Garden, Tennis Court",9120000
Banashankari,1174,2,2.0,4.0,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Swimming Pool",8440000
Rajajinagar,1070,2,1.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Tennis Court",11210000
Hebbal,1997,3,3.0,6.0,Semi-Furnished,"Covered Parking, Gym, Intercom, Jogging Track, Power Backup",20060000
Marathahalli,1202,2,2.0,12.0,Unfurnished,"Jogging Track, Swimming Pool",6850000
Bellandur,1934,3,3.0,20.0,Semi-Furnished,"Gym, Tennis Court",11200000
Banashankari,1385,3,3.0,0.0,Furnished,"24/7 Security, High-Speed Elevators, Swimming Pool",10260000
Marathahalli,1027,2,1.0,4.0,Furnished,"Clubhouse, Covered Parking, Tennis Court",6220000
Whitefield,889,2,2.0,14.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup",4860000
Electronic City,782,1,1.0,2.0,Semi-Furnished,"Gym, Power Backup, Tennis Court",3430000
Hebbal,813,2,2.0,12.0,Semi-Furnished,"Clubhouse, Landscaped Garden, Power Backup, Swimming Pool",6650000
Sarjapur Road,2126,3,3.0,1.0,Semi-Furnished,"Clubhouse, Intercom, Power Backup, Swimming Pool",16040000
